user	topic	link	utterance	category
Pressekritiker2	politics	https://www.tagesspiegel.de/gesellschaft/medien/diskussion-um-afd-talks-mdr-kuendigt-hoecke-interview-an/26121396.html#kommentare	"Nicht mit der Rechten zu reden ist übrigens auch nicht besser, da das jede Menge Vorlagen für Vorwürfe gegen die ""Mainstream-Medien"" liefert."	lecture
Henrik1970	politics	https://www.tagesspiegel.de/gesellschaft/medien/diskussion-um-afd-talks-mdr-kuendigt-hoecke-interview-an/26121396.html#kommentare	Diese Art von Interviews sind grundsätzlich richtig. 	praise
2010ff	politics	https://www.tagesspiegel.de/gesellschaft/medien/diskussion-um-afd-talks-mdr-kuendigt-hoecke-interview-an/26121396.html#kommentare	"Was für ein Quatsch !
"	dissence
Weberkarde	politics	https://www.tagesspiegel.de/berlin/coronavirus-in-berlin-und-der-region-labore-zu-93-prozent-ausgelastet-material-wird-knapp/25655678.html#kommentare	Merke, in Frage stellen heißt nicht von vorn herein verneinen, sondern die Sinnhaftigkeit zu untersuchen, z.B. auch mit Hilfe des obigen Zwischenrufs.	lecture
Hitzehasser	politics	https://www.tagesspiegel.de/berlin/coronavirus-in-berlin-und-der-region-labore-zu-93-prozent-ausgelastet-material-wird-knapp/25655678.html#kommentare	Zur Erinnerung: Die Nachtruhe beginnt um 22:00 Uhr!	lecture
MokotowB	politics	https://www.tagesspiegel.de/berlin/coronavirus-in-berlin-und-der-region-labore-zu-93-prozent-ausgelastet-material-wird-knapp/25655678.html#kommentare	Es gibt deutlich mehr Fälle an Berliner Schulen als bisher bekannt wurde.	lecture
Schmalhans	politics	https://www.tagesspiegel.de/berlin/hochburg-der-linksextremisten-rigaer-94-eigentuemer-scheitern-erneut-mit-klage/26121104.html#kommentare	Vielleicht sollte der Autor noch mal ein bisschen Zivilrecht lesen, bevor er den nächsten Artikel schreibt.	lecture
siracom	education	https://www.youtube.com/watch?v=gdN_F-SBGi4	danke so ein Video habe ich sehr gebraucht. 	praise
Niclas Schierloh	education	https://www.youtube.com/watch?v=gdN_F-SBGi4	Top erklärt! Vielen Dank!	praise
StarsWithScars	education	https://www.youtube.com/watch?v=gdN_F-SBGi4	Lieben dank das ist genau sowas was ich brauche.	praise
Peter W.	education	https://www.youtube.com/watch?v=MUEllD2Pd48	Danke für den Überblick. Und nein, Du denkst nicht zu altmodisch.	praise
Unknown	politics	https://www.spiegel.de/kultur/cancel-culture-fuer-anfaenger-kolumne-zum-streit-um-lisa-eckart-a-2c3d06d6-0b3c-4dc3-858b-2ecd052a365a#kommentare	Mag ja alles sein, ist aber kein akzeptabler Grund, Druck auszuüben, um ihre Auftritte zu verhindern.	lecture
Unknown	politics	https://www.spiegel.de/kultur/cancel-culture-fuer-anfaenger-kolumne-zum-streit-um-lisa-eckart-a-2c3d06d6-0b3c-4dc3-858b-2ecd052a365a#kommentare	Bei Eckart haben einige wenige für alle anderen entschieden, dass sie nicht auftreten soll. Das ist der Kritikpunkt.	lecture
Unknown	society	https://www.spiegel.de/netzwelt/rechtspopulismus-so-klappt-es-mit-dem-eigenen-rechtsruck-kolumne-a-9b6a452e-2618-41bc-963b-41bd65cec435#kommentare	Selten so viel Müll auf einmal gelesen	dissence
Unknown	society	https://www.spiegel.de/netzwelt/rechtspopulismus-so-klappt-es-mit-dem-eigenen-rechtsruck-kolumne-a-9b6a452e-2618-41bc-963b-41bd65cec435#kommentare	Früher hätte ich Ihnen zugestimmt, aber seit immer mehr Menschen sich aus dem politischen Diskurs verabschieden, sind Volksabstimmungen nur noch eine Spielwiese für Populisten und es geht mehr um Stammtischgetöse als um Sachfragen.	concession
Unknown	society	https://www.spiegel.de/netzwelt/rechtspopulismus-so-klappt-es-mit-dem-eigenen-rechtsruck-kolumne-a-9b6a452e-2618-41bc-963b-41bd65cec435#kommentare	Vieles ist Vielen zu mühsam und vor allem zu unbequem.	insinuation
Unknown	society	https://www.spiegel.de/netzwelt/rechtspopulismus-so-klappt-es-mit-dem-eigenen-rechtsruck-kolumne-a-9b6a452e-2618-41bc-963b-41bd65cec435#kommentare	Na ja, ich sehe das ganz anders	dissence
Unknown	society	https://www.spiegel.de/netzwelt/rechtspopulismus-so-klappt-es-mit-dem-eigenen-rechtsruck-kolumne-a-9b6a452e-2618-41bc-963b-41bd65cec435#kommentare	Es gibt genug Menschen, denen es wirklich um die Kunstfreiheit geht.	lecture
Unknown	society	https://www.spiegel.de/netzwelt/rechtspopulismus-so-klappt-es-mit-dem-eigenen-rechtsruck-kolumne-a-9b6a452e-2618-41bc-963b-41bd65cec435#kommentare	Danke für diesen lustigen Beitrag, der den rechts-links Gegensatz begreifbarer macht.	praise
Unknown	society	https://www.spiegel.de/netzwelt/rechtspopulismus-so-klappt-es-mit-dem-eigenen-rechtsruck-kolumne-a-9b6a452e-2618-41bc-963b-41bd65cec435#kommentare	Was für ein schlechter Artikel, Schade um die verlorene Lebenszeit und die Energie die er verschwendet!	dissence
Paul Ericsson	politics	https://www.zeit.de/politik/2020-07/corona-weltweit-pandemie-entwicklung-live#comments	Das nennt sich Präventionsparadox. Desto besser der Schutz, desto weniger Infizierte, desto geringer die Disziplin.	lecture
SirIsaacNewton	politics	https://www.zeit.de/gesellschaft/zeitgeschehen/2020-08/us-bundesstaat-wisconsin-polizeigewalt-rassismus-black-lives-matter-pr#comments	Was für ein wirrer Kommentar. Kein Mensch hat das jemals behauptet.	dissence
Rot-Grün Gutmensch	politics	https://www.zeit.de/gesellschaft/zeitgeschehen/2020-08/us-bundesstaat-wisconsin-polizeigewalt-rassismus-black-lives-matter-pr#comments	Ihr Beitrag ist einfach menschenverachtend.	dissence
Walter Plinge	politics	https://www.zeit.de/gesellschaft/zeitgeschehen/2020-08/us-bundesstaat-wisconsin-polizeigewalt-rassismus-black-lives-matter-pr#comments	Gut, ohne die genauen Hintergründe zu kennen, lässt sich schwer etwas sagen.	concession
Irgeneinname27474	politics	https://www.zeit.de/gesellschaft/zeitgeschehen/2020-08/us-bundesstaat-wisconsin-polizeigewalt-rassismus-black-lives-matter-pr#comments	Das war zum einen hochgradig miserable Polizeiarbeit, welche nicht zu entschuldigen ist und zum Anderen, aber das ist meine persönliche Meinung, ein eiskalter Mordversuch.	lecture
Socialpreneurs	politics	https://www.zeit.de/gesellschaft/zeitgeschehen/2020-08/us-bundesstaat-wisconsin-polizeigewalt-rassismus-black-lives-matter-pr#comments	Bei Ihnen ist das interdisziplinäre Denken am abendlichen TV-Zappen schon voll ausgelastet.	insinuation
Roger Smith	politics	https://www.zeit.de/gesellschaft/zeitgeschehen/2020-08/us-bundesstaat-wisconsin-polizeigewalt-rassismus-black-lives-matter-pr#comments	Wenn jemandem aus kurzer Distanz mehrmals in den Rücken geschossen wird, handelt es sich natürlich um Vorsatz und nicht um ein Versehen.	lecture
ChrisUndSeinSchiss	politics	https://www.zeit.de/gesellschaft/zeitgeschehen/2020-08/us-bundesstaat-wisconsin-polizeigewalt-rassismus-black-lives-matter-pr#comments	Auch für Sie nochmal... Ich habe nicht von der Situation im Artikel gesprochen. 	lecture
Windom.Earle	politics	https://www.zeit.de/gesellschaft/zeitgeschehen/2020-08/us-bundesstaat-wisconsin-polizeigewalt-rassismus-black-lives-matter-pr#comments	Sehe ich auch so. Aber, und das möge man bitte nicht als Relativierung von Gewalt o.ä. verstehen: 	concession
Drehstuhl	politics	https://www.zeit.de/gesellschaft/zeitgeschehen/2020-08/us-bundesstaat-wisconsin-polizeigewalt-rassismus-black-lives-matter-pr#comments	Was für ein Nonsens! 	dissence
Plot-Twist	politics	https://www.zeit.de/gesellschaft/zeitgeschehen/2020-08/us-bundesstaat-wisconsin-polizeigewalt-rassismus-black-lives-matter-pr#comments	Obwohl ich allgemein ihre Sicht teile ist Polizisten in den USA zu sein auch kein besonders toller Job. 	concession
Keks1234	politics	https://www.zeit.de/gesellschaft/zeitgeschehen/2020-08/us-bundesstaat-wisconsin-polizeigewalt-rassismus-black-lives-matter-pr#comments	Respekt erwirbt man nicht durch solche Aktionen und auch nicht durch ein solches Dominanzgehabe.	lecture
ClimateJustice	politics	https://www.zeit.de/gesellschaft/zeitgeschehen/2020-08/us-bundesstaat-wisconsin-polizeigewalt-rassismus-black-lives-matter-pr?page=5#comments	Es ist immer Bullshit, einen Artikel über mutmaßlich rassistische Gewalt ohne Vorab-Prüfung der Kommentare zu veröffentlichen. 	lecture
Robin Hut	politics	https://www.zeit.de/politik/ausland/2020-08/us-republikaner-kueren-trump-offiziell-zum-praesidentschaftskandidaten#comments	Die Coronasituation ist bei nüchterner Betrachtung der Zahlen keinesfalls schlimmer als in Westeuropa	lecture
SenYek	politics	https://www.zeit.de/politik/ausland/2020-08/us-republikaner-kueren-trump-offiziell-zum-praesidentschaftskandidaten#comments	"Ich kann Ihre Einschätzung ""Die Corona-Situation ist ... keinesfalls schlimmer als in Westeuropa"" nicht nachvollziehen."	dissence
LeChuck81	politics	https://www.zeit.de/politik/ausland/2020-08/us-republikaner-kueren-trump-offiziell-zum-praesidentschaftskandidaten#comments	Rational betrachtet ist das wirklich sehr überraschend. Vor 10 Jahren hätte diese Meldung noch Lachkrämpfe hervorgerufen.	praise
joaber	politics	https://www.zeit.de/politik/ausland/2020-08/us-republikaner-kueren-trump-offiziell-zum-praesidentschaftskandidaten#comments	"Da die Alternative dieses mal ""Biden/Harris"" lautet und nicht ""Clinton"" stimme ich Ihnen völlig zu."	praise
JFKII	politics	https://www.zeit.de/politik/ausland/2020-08/us-republikaner-kueren-trump-offiziell-zum-praesidentschaftskandidaten#comments	Entschuldigung, das ist leider reichlich naiv.	dissence
frechernono	politics	https://www.zeit.de/politik/ausland/2020-08/us-republikaner-kueren-trump-offiziell-zum-praesidentschaftskandidaten#comments	Über Trumps Charakter müssen wir uns nicht unterhalten, da sind wir einer Meinung, glaube ich.	concession
JFKII	politics	https://www.zeit.de/politik/ausland/2020-08/us-republikaner-kueren-trump-offiziell-zum-praesidentschaftskandidaten#comments	Ihre Bemühungen in aller Ehren. Ich kann das nicht mehr. 	concession
Cyclodelika☭	politics	https://www.zeit.de/politik/deutschland/2020-08/hildburghausen-afd-spd-kooperation-neonazis-linke-thueringen#comments	Daran sieht man vorallem mal wie konservativ die SPD in Wahrheit ist	lecture
elfotografo	politics	https://www.zeit.de/politik/deutschland/2020-08/hildburghausen-afd-spd-kooperation-neonazis-linke-thueringen#comments	Dämliche, populistische, zwanghaft originelle Schönrednerei 	dissence
wolf.mohn	politics	https://www.zeit.de/politik/2020-07/corona-weltweit-pandemie-entwicklung-live?page=338#comments	Man kann darüber streiten, inwieweit man dieser Pandemie durch Maßnahmen beikommen kann.	concession
Factproof	politics	https://www.tagesspiegel.de/politik/fast-wie-ein-staatsgast-warum-alexej-nawalny-in-berlin-vom-bka-beschuetzt-wird/26122742.html#kommentare	Die an einen Statsbesuch ähnelnde Überfahrt in die Charité spricht Bände.	lecture
ros2903	politics	https://www.tagesspiegel.de/wissen/coronavirus-in-deutschland-und-der-welt-eu-will-sich-corona-impfstoff-von-moderna-sichern/25560996.html#kommentare	Von den 2,5 Milliarden die der Herr in den Sand gesetzt hat, mal ganz zu schweigen	insinuation
speicherkarte	politics	https://www.tagesspiegel.de/wissen/coronavirus-in-deutschland-und-der-welt-eu-will-sich-corona-impfstoff-von-moderna-sichern/25560996.html#kommentare	Das mag sein, ist aber nicht mehr zu ändern.	concession
Tante_Frieda	politics	https://www.tagesspiegel.de/wissen/coronavirus-in-deutschland-und-der-welt-eu-will-sich-corona-impfstoff-von-moderna-sichern/25560996.html#kommentare	Das wird die Menschen aber nicht davon abhalten,weiterhin - Lemmingen gleich - den Kick zu suchen	insinuation
marla44	politics	https://www.tagesspiegel.de/wissen/coronavirus-in-deutschland-und-der-welt-eu-will-sich-corona-impfstoff-von-moderna-sichern/25560996.html#kommentare	Der Typ hat doch so gut wie alles falsch gemacht.	insinuation
PolWolf	politics	https://www.tagesspiegel.de/wissen/coronavirus-in-deutschland-und-der-welt-eu-will-sich-corona-impfstoff-von-moderna-sichern/25560996.html#kommentare	So ist das eben, wenn man andere wichtige Parametern einfach so weg lässt!	insinuation
SIKOAlex	politics	https://www.tagesspiegel.de/wissen/coronavirus-in-deutschland-und-der-welt-eu-will-sich-corona-impfstoff-von-moderna-sichern/25560996.html#kommentare	Söder macht seinen Job gut, auch jetzt, wo Fehler aufgetreten sind.	concession
Rotfuchs18	politics	https://www.tagesspiegel.de/wissen/coronavirus-in-deutschland-und-der-welt-eu-will-sich-corona-impfstoff-von-moderna-sichern/25560996.html#kommentare	"Aber Ablenkung, die Königsdisziplin von Herrn Söder.
"	insinuation
Der_Brandenburger	politics	https://www.tagesspiegel.de/wissen/coronavirus-in-deutschland-und-der-welt-eu-will-sich-corona-impfstoff-von-moderna-sichern/25560996.html#kommentare	Es wird Zeit für eine kritische Auseinandersetzung mit den Tatsachen.	lecture
Unknown	politics	https://www.spiegel.de/panorama/justiz/containern-bleibt-strafbar-ist-das-gerecht-kolumne-a-88820720-75a9-422f-b450-fb1eb32d73dd#kommentare	Beides ist - mit Verlaub - erstens unzutreffend und zweitens weit hergeholt. 	dissence
Unknown	politics	https://www.spiegel.de/panorama/justiz/containern-bleibt-strafbar-ist-das-gerecht-kolumne-a-88820720-75a9-422f-b450-fb1eb32d73dd#kommentare	Fachlich wohl alles richtig und lehrreich zu lesen.	praise
Unknown	politics	https://www.spiegel.de/panorama/justiz/containern-bleibt-strafbar-ist-das-gerecht-kolumne-a-88820720-75a9-422f-b450-fb1eb32d73dd#kommentare	Natürlich habe ich jedes Recht, meine Flasche Wasser direkt vor einem Verdurstenden auszukippen - bin ja Eigentümer.	lecture
Unknown	politics	https://www.spiegel.de/panorama/justiz/containern-bleibt-strafbar-ist-das-gerecht-kolumne-a-88820720-75a9-422f-b450-fb1eb32d73dd#kommentare	Quatsch, von Enteignung war überhaupt keine Rede.	dissence
Unknown	politics	https://www.spiegel.de/panorama/justiz/containern-bleibt-strafbar-ist-das-gerecht-kolumne-a-88820720-75a9-422f-b450-fb1eb32d73dd#kommentare	Heute ist dieser Mann für mich ein Fels in der Brandung, denn es gelingt ihm eins ums andere Mal, dass ich bei jeder in den Medien gern skandalisierten Angelegenheit, mich nicht anstecken lassen.	praise
Unknown	politics	https://www.spiegel.de/panorama/justiz/containern-bleibt-strafbar-ist-das-gerecht-kolumne-a-88820720-75a9-422f-b450-fb1eb32d73dd#kommentare	Jetzt möchten Sie mit Ihrem MÜLL schon Menschen vor Ihrem Haus „das Überleben sichern“! Na, da wird aber die Freude groß sein!	insinuation
Unknown	politics	https://www.spiegel.de/panorama/justiz/containern-bleibt-strafbar-ist-das-gerecht-kolumne-a-88820720-75a9-422f-b450-fb1eb32d73dd#kommentare	Wundervoller Artikel in seiner Verbindung von docere und delectare.	praise
Unknown	politics	https://www.spiegel.de/panorama/justiz/containern-bleibt-strafbar-ist-das-gerecht-kolumne-a-88820720-75a9-422f-b450-fb1eb32d73dd#kommentare	Das ist schlicht ungesetzlich,da dieser Zweck die Mittel nicht heiligen kann!	lecture
Unknown	politics	https://www.spiegel.de/panorama/justiz/containern-bleibt-strafbar-ist-das-gerecht-kolumne-a-88820720-75a9-422f-b450-fb1eb32d73dd#kommentare	Ist beim Joghurt wenig sinnvoll. Das Töten der Bakterien.	lecture
Unknown	politics	https://www.spiegel.de/panorama/justiz/frankfurt-awo-skandal-summer-in-the-city-a-a41779b8-7ee6-4ec3-ad7f-e7a42bcc3190#kommentare	Einerseits stört mich an Ihrer Ansprache etwas, anderseits bin ich Ihnen dankbar dafür, dass Sie zwei Logiken wesentlicher Ökonomien ansprechen, die des Kapitals und die der Aufmerksamkeit.	concession
Unknown	politics	https://www.spiegel.de/panorama/justiz/frankfurt-awo-skandal-summer-in-the-city-a-a41779b8-7ee6-4ec3-ad7f-e7a42bcc3190#kommentare	Mit Ihrer Beurteilung eines Teils der Medienlandschaft stimme ich überein.	praise
Unknown	politics	https://www.spiegel.de/panorama/justiz/frankfurt-awo-skandal-summer-in-the-city-a-a41779b8-7ee6-4ec3-ad7f-e7a42bcc3190#kommentare	Allerdings benutzen Sie als Grundlage dazu eine Story, deren Inhalt zumindest mit meinem Gerechtigkeits- und Moralempfinden kollidiert. 	dissence
Unknown	politics	https://www.spiegel.de/panorama/justiz/frankfurt-awo-skandal-summer-in-the-city-a-a41779b8-7ee6-4ec3-ad7f-e7a42bcc3190#kommentare	Herzlichen Glückwunsch Sie Fuchs. Von Ihnen kann man etwas lernen.	praise
Unknown	politics	https://www.spiegel.de/panorama/justiz/frankfurt-awo-skandal-summer-in-the-city-a-a41779b8-7ee6-4ec3-ad7f-e7a42bcc3190#kommentare	Vielleicht ist es den aktuellen Temperaturen geschuldet, aber ich sehe hier einen Widerspruch. Ohne den letzten Satz hätte ich es als Ironie verortet, aber so bin ich ratlos, was Sie sagen wollen.	dissence
Hitzehasser	politics	https://www.tagesspiegel.de/berlin/virus-blog-fuer-berlin-und-die-region-senat-beraet-ueber-test-strategie-in-der-coronakrise/25655678.html#kommentare	irgendwann hat das soziale Gesundheitssystem seine Grenzen erreicht! Wer sich bewußt in eine solche Gefahr begibt, soll auch dafür bezahlen!	lecture
heiko61	politics	https://www.tagesspiegel.de/berlin/virus-blog-fuer-berlin-und-die-region-senat-beraet-ueber-test-strategie-in-der-coronakrise/25655678.html#kommentare	Im übrigen kommen im Ausland z.T. wesentlich billigere  Schnelltests zum Einsatz.	lecture
matze13055	politics	https://www.tagesspiegel.de/berlin/virus-blog-fuer-berlin-und-die-region-senat-beraet-ueber-test-strategie-in-der-coronakrise/25655678.html#kommentare	Gesetze werden nur dann eingehalten, wenn auch der Staat dafür sorgt, dass nicht nur kontrolliert, sondern auch sanktioniert wird.	lecture
Saebelzahnbiber	politics	https://www.tagesspiegel.de/berlin/virus-blog-fuer-berlin-und-die-region-senat-beraet-ueber-test-strategie-in-der-coronakrise/25655678.html#kommentare	Es wäre tausendmal besser, wenn man diejenigen, sie sich Sorgen machen (weil sie zum Beispiel ihr ganzes langes Leben lang rauchen, Alkohol trinken oder sich ungesund ernähren und nicht bewegen), in die Lage versetzte sich effektiv zu schützen und alle anderen dafür nicht zu sehr in ihren Freiheiten einzuschränken	lecture
GeradeRuecken	politics	https://www.tagesspiegel.de/berlin/virus-blog-fuer-berlin-und-die-region-senat-beraet-ueber-test-strategie-in-der-coronakrise/25655678.html#kommentare	Das ist reinste Realitätsverweigerung, meine werten Damen und Herren Politiker.	dissence
GeradeRuecken	politics	https://www.tagesspiegel.de/berlin/virus-blog-fuer-berlin-und-die-region-senat-beraet-ueber-test-strategie-in-der-coronakrise/25655678.html#kommentare	Akzeptiert die Lage und tut das Richtige auch wenn es erst mal schwieriger zu sein scheint.	lecture
Perdue	politics	https://www.tagesspiegel.de/berlin/virus-blog-fuer-berlin-und-die-region-senat-beraet-ueber-test-strategie-in-der-coronakrise/25655678.html#kommentare	besonders Frauen tragen auf den Bahnsteigen keine Maske, kontrolliert ja keiner.	insinuation
marla44	politics	https://www.tagesspiegel.de/berlin/virus-blog-fuer-berlin-und-die-region-senat-beraet-ueber-test-strategie-in-der-coronakrise/25655678.html#kommentare	Mir kann keiner erklären, dass soetwas eine vernünftige, nachvollziehbare Grundlage hat.	dissence
Devid	politics	https://www.tagesspiegel.de/berlin/virus-blog-fuer-berlin-und-die-region-senat-beraet-ueber-test-strategie-in-der-coronakrise/25655678.html#kommentare	Warum hinterfragen wir nicht die 20/d, die wir angeblich hatten? War die vielleicht einfach zu tief, weil weniger getestet wurde? Dazu fehlen ja ... immer noch ... die Detaildaten, um das einschätzen zu können.	lecture
Kaiservondeutschland	politics	https://www.tagesspiegel.de/berlin/virus-blog-fuer-berlin-und-die-region-senat-beraet-ueber-test-strategie-in-der-coronakrise/25655678.html#kommentare	Um es NOCHMALS deutlich zu sagen: Die offiziellen Zahlen der Neuinfizierten zeigen lediglich die Spitze des Eisberges der Gruppe der tatsächlich Infizierten.	lecture
Despistado	politics	https://www.tagesspiegel.de/berlin/virus-blog-fuer-berlin-und-die-region-senat-beraet-ueber-test-strategie-in-der-coronakrise/25655678.html#kommentare	Das ist doch geradezu absurd.	dissence
matze13055	politics	https://www.tagesspiegel.de/berlin/virus-blog-fuer-berlin-und-die-region-senat-beraet-ueber-test-strategie-in-der-coronakrise/25655678.html#kommentare	"Der Kunde soll sich überall ""nackig"" machen, aber warum werden die Einrichtungen nicht veröffentlicht, die bereits als Infektionsherde bekannt sind?"	insinuation
Hasemann	politics	https://www.tagesspiegel.de/berlin/virus-blog-fuer-berlin-und-die-region-senat-beraet-ueber-test-strategie-in-der-coronakrise/25655678.html#kommentare	Wann endlich sind die Fitness-Studios wieder ohne Restriktionen nutzbar? Dem Senat bereitet es offensichtlich Freude, die Bürger zu triezen.	insinuation
pfauenauge7	politics	https://www.tagesspiegel.de/berlin/virus-blog-fuer-berlin-und-die-region-senat-beraet-ueber-test-strategie-in-der-coronakrise/25655678.html#kommentare	Alles andere wäre mindestens grob fahrlässig.	lecture
mena	politics	https://www.tagesspiegel.de/berlin/virus-blog-fuer-berlin-und-die-region-senat-beraet-ueber-test-strategie-in-der-coronakrise/25655678.html#kommentare	Ich bitte den Tsp auf diese irreleitende und die Werte der Senatsverwaltung kritiklos übernehmende Überschrift zu verzichten.	dissence
maxost	politics	https://www.tagesspiegel.de/berlin/virus-blog-fuer-berlin-und-die-region-senat-beraet-ueber-test-strategie-in-der-coronakrise/25655678.html#kommentare	Die einseitige wirtschaftliche Orientierung auf oberflächliches Blingbling und flüchtigen Hipsterruhm durch die Überbetonung von Tourismus, Gastro und Events sind eben nicht nachhaltig sondern verursachen mehr negativen Fallout als dass Sie der Stadt nutzen. 	lecture
margard	politics	https://www.tagesspiegel.de/berlin/virus-blog-fuer-berlin-und-die-region-senat-beraet-ueber-test-strategie-in-der-coronakrise/25655678.html#kommentare	oh, da fuerchtet einer um seine finanzielle Sicherheit auf Kosten der Allgemeinheit.	insinuation
Regimekritiker_Dracula	politics	https://www.freitag.de/autoren/maxpieper/keine-zeit-fuer-eile#comments	Das beißt sich mit unseren Wirtschaftsdogmen.	lecture
"
Michael Jäger"	politics	https://www.freitag.de/autoren/maxpieper/keine-zeit-fuer-eile#comments	Ich glaube, Sie haben recht.	concession
Nil	politics	https://www.freitag.de/autoren/maxpieper/keine-zeit-fuer-eile#comments	Da ist auf jeden Fall etwas dran.	concession
gelse	politics	https://www.freitag.de/autoren/maxpieper/keine-zeit-fuer-eile#comments	Ob das wirklich so ist könnte ja auch mal hinterfragt werden.	lecture
Thomas.W70	politics	https://www.freitag.de/autoren/maxpieper/keine-zeit-fuer-eile#comments	Ich bin ja wie schon gesagt vollkommen d'accord, höhere Einkommen und große Unternehmen viel stärker zu besteuern 	concession
Thomas.W70	politics	https://www.freitag.de/autoren/maxpieper/keine-zeit-fuer-eile#comments	Die Vorstellung, die manche hegen, Deutschland habe unerschöpfliche Mittel, und es geht eigentlich nur darum, zu entscheiden, wofür man es ausgeben sollte, teile ich nicht.	dissence
reziplikativ 	politics	https://www.freitag.de/autoren/wolfgang-michal/haltung-statt-haeme#comments	Nicht die schlechteste Idee. 	praise
Blohm.O 	politics	https://www.freitag.de/autoren/der-freitag/falsches-signal#comments	Der Artikel beschreibt vielleicht zu Recht, dass es ein schwieriger und langer Prozess ist	concession
gsyme	politics	https://www.freitag.de/autoren/der-freitag/falsches-signal#comments	Klassische Symbolpolitik die nichts ändern wird.	lecture
gsyme	politics	https://www.freitag.de/autoren/der-freitag/falsches-signal#comments	Ich denke sie haben mit allem Recht was sie sagen.	praise
Stephan	politics	https://www.freitag.de/autoren/der-freitag/falsches-signal#comments	Im Artikel wird das gut begründet.	praise
Chuwawa	politics	https://www.freitag.de/autoren/der-freitag/falsches-signal#comments	Der gemeine Europäer - insbesondere Mitteleuropäer neigt dazu, dass Unangenehme mal schnell unter den Teppich zu kehren.	insinuation
Chuwawa	politics	https://www.freitag.de/autoren/der-freitag/falsches-signal#comments	Gelebte Verantwortung für eine neue Zeit.	praise
Chaotin_oder_ Chaot	politics	https://www.freitag.de/autoren/der-freitag/falsches-signal#comments	Blödsinn, sorry, was sie da schreiben.	dissence
Fleeting Eternity	politics	https://www.freitag.de/autoren/der-freitag/falsches-signal#comments	Es gibt weder Unterarten noch Rassen.	lecture
Chaotin_oder_ Chaot	politics	https://www.freitag.de/autoren/der-freitag/falsches-signal#comments	Offensichtlich fühlen sie sich verunglimpft, warum auch immer.	insinuation
Lothar W. Pawliczak	politics	https://www.freitag.de/autoren/der-freitag/falsches-signal#comments	Es geht nicht um Worte, sondern um Inhalte. 	lecture
Raelisrock	politics	https://www.freitag.de/autoren/der-freitag/falsches-signal#comments	Finde den Artikel hervorragend.	praise
iDog 	politics	https://www.freitag.de/autoren/der-freitag/falsches-signal#comments	Dann ist ihre Frage etwas wirr, wie ich finde	dissence
iDog	politics	https://www.freitag.de/autoren/der-freitag/falsches-signal#comments	Diese Gruppierungen bilden sich meist innnerhalb bestimmter sozialer Schichten	lecture
Lothar W. Pawliczak	politics	https://www.freitag.de/autoren/der-freitag/falsches-signal#comments	Da ist die linke Konsequenz Denunziation, Tortenschmeißen, Randalieren, Bandstiften, Prügeln.	insinuation
iDog	politics	https://www.freitag.de/autoren/der-freitag/falsches-signal#comments	Mir scheint es also, dass Sie Pseudolinke meinen, wenn Sie nach deren fairplay fragen	insinuation
Biene	politics	https://www.freitag.de/autoren/der-freitag/falsches-signal#comments	Das ist ein guter Barometer der Gesellschaft	praise
