user	topic	link	utterance	category
DrmDoc	education	https://www.scienceforums.net/topic/96516-youtube-channels-on-science/	none of these channels are adequate substitutes for your independent investigation	lecture
Mitsurugi	education	https://www.scienceforums.net/topic/96516-youtube-channels-on-science/	Also Bite Sized Psyche is a one of my top 3 science channels	praise
Mitsurugi	education	https://www.scienceforums.net/topic/96516-youtube-channels-on-science/	Nice compressed psychological studies and observations summarized nicely.	praise
DrmDoc	education	https://www.scienceforums.net/topic/96516-youtube-channels-on-science/	I just discovered Animalogic, very entertaining	praise
DrmDoc	education	https://www.scienceforums.net/topic/96516-youtube-channels-on-science/	Never heard of the Mane Wolf until today.	concession
Windson	education	https://www.scienceforums.net/topic/96516-youtube-channels-on-science/	Awesom daily life science from Joe Hanson	praise
SchrodingerBohrEinstein	education	https://www.scienceforums.net/topic/96516-youtube-channels-on-science/	Channels like, "It's Okay To Be Smart" and "Physics Girl" are usually humorous and hard to take seriously	insinuation
SchrodingerBohrEinstein	education	https://www.scienceforums.net/topic/96516-youtube-channels-on-science/	I would not recommend them if you want a serious lecture	dissent
SchrodingerBohrEinstein	education	https://www.scienceforums.net/topic/96516-youtube-channels-on-science/	Channels like Fermilab and Veritasium are good for more complicated lectures and in-depth explanations of concepts rather than quick overviews of them	praise
SchrodingerBohrEinstein	education	https://www.scienceforums.net/topic/96516-youtube-channels-on-science/	Other than that, I am looking for interesting channels that go into depth myself	concession
Curious layman	education	https://www.scienceforums.net/topic/96516-youtube-channels-on-science/	Maybe better to put a link to spec savers instead!	lecture
Moontanman	education	https://www.scienceforums.net/topic/96516-youtube-channels-on-science/	One of my favs which hasn't been mentioned is Isaac Arthur.	lecture
MigL	education	https://www.scienceforums.net/topic/96516-youtube-channels-on-science/	But of those I have watched, the PBS Digital Series stand out.	praise
MigL	education	https://www.scienceforums.net/topic/96516-youtube-channels-on-science/	They are 'professional' in production as well as content, and not as 'dry' as a lecture.	praise
MigL	education	https://www.scienceforums.net/topic/96516-youtube-channels-on-science/	They manage to keep my interest even on topics I'm sufficiently familiar with.	praise
nae	education	https://www.scienceforums.net/topic/96516-youtube-channels-on-science/	They are pretty short too, he simplifies it so well.	praise
nae	education	https://www.scienceforums.net/topic/96516-youtube-channels-on-science/	Though he speaks very monotone to mostly get the point across	concession
qidran	education	https://www.scienceforums.net/topic/96516-youtube-channels-on-science/	There's many science contents out there, its best we spend sometime in it. 	lecture
Tombster2000	education	https://www.scienceforums.net/topic/96516-youtube-channels-on-science/	Ninja nerd science is absolutely incredible for biology content 	praise
Sandzak	education	https://www.scienceforums.net/topic/96516-youtube-channels-on-science/	Best for Sci-Fi stuff	praise
Moontanman	education	https://www.scienceforums.net/topic/96516-youtube-channels-on-science/	Trey the explainer is good as well.	praise
Col Not Colin	education	https://www.scienceforums.net/topic/96516-youtube-channels-on-science/	Original videos are in French but they are re-releasing most of them in English	concession
Col Not Colin	education	https://www.scienceforums.net/topic/96516-youtube-channels-on-science/	They tend to specialise in Relativity, especially General Relativity	insinuation
Col Not Colin	education	https://www.scienceforums.net/topic/96516-youtube-channels-on-science/	It's new,  rapid, conveys some good ideas	praise
Col Not Colin	education	https://www.scienceforums.net/topic/96516-youtube-channels-on-science/	uses some new animation techniques	praise
Col Not Colin	education	https://www.scienceforums.net/topic/96516-youtube-channels-on-science/	and it isn't afraid to change some well established concepts if it helps understanding	praise
Col Not Colin	education	https://www.scienceforums.net/topic/96516-youtube-channels-on-science/	Actually, changing these concepts is a bold step that may be a way forward in the pedagogy.	concession
Col Not Colin	education	https://www.scienceforums.net/topic/96516-youtube-channels-on-science/	It doesn't follow historical development but instead seeks to present the finished article that is modern GR efficiently.	praise
Col Not Colin	education	https://www.scienceforums.net/topic/96516-youtube-channels-on-science/	It isn't afraid to change some well established concepts and makes no mention of this. 	praise
Col Not Colin	education	https://www.scienceforums.net/topic/96516-youtube-channels-on-science/	There is a noteable lack of rigour constructing Christoffel symbols	dissent
Col Not Colin	education	https://www.scienceforums.net/topic/96516-youtube-channels-on-science/	the geodesic equations with some thoroughly shameful exploitations that could leave you screaming	dissent
Col Not Colin	education	https://www.scienceforums.net/topic/96516-youtube-channels-on-science/	The pedagogy for GR may be improved but at what cost?	insinuation
Col Not Colin	education	https://www.scienceforums.net/topic/96516-youtube-channels-on-science/	I've seen this one and I can recommend it to others.	praise
Col Not Colin	education	https://www.scienceforums.net/topic/96516-youtube-channels-on-science/	I've started watching that one. 	concession
Col Not Colin	education	https://www.scienceforums.net/topic/96516-youtube-channels-on-science/	However, I can't help noticing that half the things mentioned as hopes for future developments have now actually happened and we have those results. 	dissent
Col Not Colin	education	https://www.scienceforums.net/topic/96516-youtube-channels-on-science/	Not sure if it's worth the hours of watching if I've already seen the Stanford lecture series	dissent
Col Not Colin	education	https://www.scienceforums.net/topic/96516-youtube-channels-on-science/	I'd appreciate any advice just about that.	concession
Col Not Colin	education	https://www.scienceforums.net/topic/96516-youtube-channels-on-science/	Thank you for your time and advice.	praise
Col Not Colin	education	https://www.scienceforums.net/topic/96516-youtube-channels-on-science/	Some statements made in the MIT lecture are becoming very painful to hear now 	concession
Col Not Colin	education	https://www.scienceforums.net/topic/96516-youtube-channels-on-science/	I don't think I will be watching any more of this.	dissent
Col Not Colin	education	https://www.scienceforums.net/topic/96516-youtube-channels-on-science/	It's just a short survery or lunchtime interest thing over two lectures	insinuation
Col Not Colin	education	https://www.scienceforums.net/topic/96516-youtube-channels-on-science/	Dissapointing, no graphics, no Mathematics, very brief.	dissent
Col Not Colin	education	https://www.scienceforums.net/topic/96516-youtube-channels-on-science/	Might have been useful if you were there and could have asked questions	concession
Col Not Colin	education	https://www.scienceforums.net/topic/96516-youtube-channels-on-science/	but as a YT video, less useful than watching a good documentary.	dissent
Col Not Colin	education	https://www.scienceforums.net/topic/96516-youtube-channels-on-science/	Still seeking recommendations for a good Cosmology lecture series.	concession
Col Not Colin	education	https://www.scienceforums.net/topic/96516-youtube-channels-on-science/	I don't want you to feel under pressure but if this isn't good, I'm going to cry all night	praise
Col Not Colin	education	https://www.scienceforums.net/topic/96516-youtube-channels-on-science/	Then I'm going to come back here and change my +1 to -infinity.	praise
Col Not Colin	education	https://www.scienceforums.net/topic/96516-youtube-channels-on-science/	Seriously, thanks for the suggestion.	praise
Col Not Colin	education	https://www.scienceforums.net/topic/96516-youtube-channels-on-science/	I'm going to give it a try.	concession
Holmes	education	https://www.scienceforums.net/topic/96516-youtube-channels-on-science/	I think the various TV series from James Burke are about as good as it gets when teaching science	praise
IanNazr	education	https://www.scienceforums.net/topic/96516-youtube-channels-on-science/	Everyone will say scishow which is a pop science meme show	insinuation
IanNazr	education	https://www.scienceforums.net/topic/96516-youtube-channels-on-science/	SEA is a good one for space related stuff	praise
IanNazr	education	https://www.scienceforums.net/topic/96516-youtube-channels-on-science/	Also PBS has a space program that a physicist hosts.  	concession
mmozart	science	https://www.scienceforums.net/topic/113022-conferences-and-science-events-links/	Here is very good source of information about conferences, science events, workshops and other similar stuff.	praise
Shahid Parvez	science	https://www.scienceforums.net/topic/113022-conferences-and-science-events-links/	There are vaious sources to find conference and science events.	lecture
Shahid Parvez	science	https://www.scienceforums.net/topic/113022-conferences-and-science-events-links/	However they are area and topic specific and you can't find all events at one place.	lecture
Shahid Parvez	science	https://www.scienceforums.net/topic/113022-conferences-and-science-events-links/	Also they do not allow you to users to post events	dissent
Shahid Parvez	science	https://www.scienceforums.net/topic/113022-conferences-and-science-events-links/	This is really nice!	praise
ScienceNostalgia101	science	https://www.scienceforums.net/topic/126672-peer-review-process-how-similar-does-ones-background-have-to-be-for-one-to-have-input-on-the-study/	they don't specify how related is "related."	dissent
ScienceNostalgia101	science	https://www.scienceforums.net/topic/126672-peer-review-process-how-similar-does-ones-background-have-to-be-for-one-to-have-input-on-the-study/	while they all point out that the peer review process involves scrutiny from people in "related" fields	insinuation
swansont	science	https://www.scienceforums.net/topic/126672-peer-review-process-how-similar-does-ones-background-have-to-be-for-one-to-have-input-on-the-study/	Such people have familiarity with the techniques and procedures of the experiments	praise
swansont	science	https://www.scienceforums.net/topic/126672-peer-review-process-how-similar-does-ones-background-have-to-be-for-one-to-have-input-on-the-study/	In my own experience it’s a closely-related field.	praise
swansont	science	https://www.scienceforums.net/topic/126672-peer-review-process-how-similar-does-ones-background-have-to-be-for-one-to-have-input-on-the-study/	Such people have familiarity with any theory being discussed	praise
swansont	science	https://www.scienceforums.net/topic/126672-peer-review-process-how-similar-does-ones-background-have-to-be-for-one-to-have-input-on-the-study/	Reviewers generally volunteer their time	praise
swansont	science	https://www.scienceforums.net/topic/126672-peer-review-process-how-similar-does-ones-background-have-to-be-for-one-to-have-input-on-the-study/	it’s not reasonable to expect them to get up to speed in an area not in their wheelhouse in order to do peer review.	lecture
swansont	science	https://www.scienceforums.net/topic/126672-peer-review-process-how-similar-does-ones-background-have-to-be-for-one-to-have-input-on-the-study/	You probably wouldn’t be the only one doing such interdisciplinary work	insinuation
swansont	science	https://www.scienceforums.net/topic/126672-peer-review-process-how-similar-does-ones-background-have-to-be-for-one-to-have-input-on-the-study/	But it’s possible you could have reviewers from both disciplines, each looking at their own area of expertise	concession
ScienceNostalgia101	science	https://www.scienceforums.net/topic/126672-peer-review-process-how-similar-does-ones-background-have-to-be-for-one-to-have-input-on-the-study/	Again that leaves the question of how closely is closely.	insinuation
swansont	science	https://www.scienceforums.net/topic/126672-peer-review-process-how-similar-does-ones-background-have-to-be-for-one-to-have-input-on-the-study/	It’s people who have published in the same research area	praise
swansont	science	https://www.scienceforums.net/topic/126672-peer-review-process-how-similar-does-ones-background-have-to-be-for-one-to-have-input-on-the-study/	when I submitted a paper on laser cooling and trapping, AFAIK it was reviewed by others doing laser cooling and trapping.	lecture
swansont	science	https://www.scienceforums.net/topic/126672-peer-review-process-how-similar-does-ones-background-have-to-be-for-one-to-have-input-on-the-study/	This is an area within atomic and optical physics.	lecture
swansont	science	https://www.scienceforums.net/topic/126672-peer-review-process-how-similar-does-ones-background-have-to-be-for-one-to-have-input-on-the-study/	Journals and conferences often provide sorting categories or topics	lecture
swansont	science	https://www.scienceforums.net/topic/126672-peer-review-process-how-similar-does-ones-background-have-to-be-for-one-to-have-input-on-the-study/	In my experience, reviewers would be publishing in the same category.	praise
Arete	science	https://www.scienceforums.net/topic/126672-peer-review-process-how-similar-does-ones-background-have-to-be-for-one-to-have-input-on-the-study/	Generally, a prospective reviewer needs to have an active publication record in the field	lecture
Arete	science	https://www.scienceforums.net/topic/126672-peer-review-process-how-similar-does-ones-background-have-to-be-for-one-to-have-input-on-the-study/	though not always, sometimes grad students can review	concession
Arete	science	https://www.scienceforums.net/topic/126672-peer-review-process-how-similar-does-ones-background-have-to-be-for-one-to-have-input-on-the-study/	Generally, I would expect a reviewer for a virology paper to have worked/published on viruses	lecture
